month;category;exports;imports;balance;
1/11/2020;Beverages & tobacco;243;679;-436;
1/12/2020;Beverages & tobacco;223;632;-409;
1/1/2021;Beverages & tobacco;134;562;-428;
1/1/1997;Crude materials;219;409;-190;
1/2/1997;Crude materials;205;423;-218;
1/3/1997;Crude materials;224;392;-168;
1/4/1997;Crude materials;226;446;-220;
1/5/1997;Crude materials;234;415;-181;
1/6/1997;Crude materials;220;422;-202;
1/7/1997;Crude materials;215;417;-202;
1/8/1997;Crude materials;215;401;-186;
1/9/1997;Crude materials;213;400;-187;
1/10/1997;Crude materials;225;438;-213;
1/11/1997;Crude materials;217;388;-171;
1/12/1997;Crude materials;218;413;-195;
1/1/1998;Crude materials;237;401;-164;
1/2/1998;Crude materials;241;404;-163;
1/3/1998;Crude materials;232;401;-169;
1/4/1998;Crude materials;232;393;-161;
1/5/1998;Crude materials;226;417;-191;
1/6/1998;Crude materials;216;385;-169;
1/7/1998;Crude materials;223;395;-172;
1/8/1998;Crude materials;225;404;-179;
1/9/1998;Crude materials;212;412;-200;
1/10/1998;Crude materials;212;393;-181;
1/11/1998;Crude materials;206;397;-191;
1/12/1998;Crude materials;205;410;-205;
1/1/1999;Crude materials;185;397;-212;
1/2/1999;Crude materials;183;385;-202;
1/3/1999;Crude materials;181;398;-217;
1/4/1999;Crude materials;172;392;-220;
1/5/1999;Crude materials;169;432;-263;
1/6/1999;Crude materials;182;400;-218;
1/7/1999;Crude materials;189;405;-216;
1/8/1999;Crude materials;165;398;-233;
1/9/1999;Crude materials;190;415;-225;
1/10/1999;Crude materials;209;419;-210;
1/11/1999;Crude materials;194;430;-236;
1/12/1999;Crude materials;202;429;-227;
1/1/2000;Crude materials;198;454;-256;
1/2/2000;Crude materials;199;462;-263;
1/3/2000;Crude materials;212;450;-238;
1/4/2000;Crude materials;212;451;-239;
1/5/2000;Crude materials;208;477;-269;
1/6/2000;Crude materials;211;474;-263;
1/7/2000;Crude materials;208;470;-262;
1/8/2000;Crude materials;222;478;-256;
1/9/2000;Crude materials;208;448;-240;
1/10/2000;Crude materials;207;466;-259;
1/11/2000;Crude materials;213;487;-274;
1/12/2000;Crude materials;210;477;-267;
1/1/2001;Crude materials;222;522;-300;
1/2/2001;Crude materials;217;490;-273;
1/3/2001;Crude materials;208;510;-302;
1/4/2001;Crude materials;224;467;-243;
1/5/2001;Crude materials;217;474;-257;
1/6/2001;Crude materials;200;490;-290;
1/7/2001;Crude materials;188;488;-300;
1/8/2001;Crude materials;193;471;-278;
1/9/2001;Crude materials;207;474;-267;
1/10/2001;Crude materials;191;480;-289;
1/11/2001;Crude materials;203;494;-291;
1/12/2001;Crude materials;191;478;-287;
1/1/2002;Crude materials;221;468;-247;
1/2/2002;Crude materials;197;506;-309;
1/3/2002;Crude materials;216;506;-290;
1/4/2002;Crude materials;209;511;-302;
1/5/2002;Crude materials;235;515;-280;
1/6/2002;Crude materials;210;506;-296;
1/7/2002;Crude materials;224;495;-271;
1/8/2002;Crude materials;219;468;-249;
1/9/2002;Crude materials;215;482;-267;
1/10/2002;Crude materials;216;489;-273;
1/11/2002;Crude materials;232;495;-263;
1/12/2002;Crude materials;244;484;-240;
1/1/2003;Crude materials;219;492;-273;
1/2/2003;Crude materials;243;494;-251;
1/3/2003;Crude materials;239;483;-244;
1/4/2003;Crude materials;229;500;-271;
1/5/2003;Crude materials;257;491;-234;
1/6/2003;Crude materials;241;451;-210;
1/7/2003;Crude materials;250;476;-226;
1/8/2003;Crude materials;246;468;-222;
1/9/2003;Crude materials;243;488;-245;
1/10/2003;Crude materials;247;487;-240;
1/11/2003;Crude materials;239;483;-244;
1/12/2003;Crude materials;254;510;-256;
1/1/2004;Crude materials;259;474;-215;
1/2/2004;Crude materials;250;473;-223;
1/3/2004;Crude materials;245;461;-216;
1/4/2004;Crude materials;262;510;-248;
1/5/2004;Crude materials;253;431;-178;
1/6/2004;Crude materials;272;459;-187;
1/7/2004;Crude materials;288;464;-176;
1/8/2004;Crude materials;296;472;-176;
1/9/2004;Crude materials;282;475;-193;
1/10/2004;Crude materials;306;465;-159;
1/11/2004;Crude materials;289;464;-175;
1/12/2004;Crude materials;283;464;-181;
1/1/2005;Crude materials;290;473;-183;
1/2/2005;Crude materials;271;489;-218;
1/3/2005;Crude materials;265;456;-191;
1/4/2005;Crude materials;267;463;-196;
1/5/2005;Crude materials;243;457;-214;
1/6/2005;Crude materials;244;474;-230;
1/7/2005;Crude materials;248;443;-195;
1/8/2005;Crude materials;272;452;-180;
1/9/2005;Crude materials;277;457;-180;
1/10/2005;Crude materials;252;455;-203;
1/11/2005;Crude materials;238;440;-202;
1/12/2005;Crude materials;257;429;-172;
1/1/2006;Crude materials;263;464;-201;
1/2/2006;Crude materials;248;453;-205;
1/3/2006;Crude materials;267;476;-209;
1/4/2006;Crude materials;247;474;-227;
1/5/2006;Crude materials;255;494;-239;
1/6/2006;Crude materials;273;462;-189;
1/7/2006;Crude materials;301;453;-152;
1/8/2006;Crude materials;292;439;-147;
1/9/2006;Crude materials;292;457;-165;
1/10/2006;Crude materials;301;474;-173;
1/11/2006;Crude materials;316;478;-162;
1/12/2006;Crude materials;310;550;-240;
1/1/2007;Crude materials;312;468;-156;
1/2/2007;Crude materials;327;484;-157;
1/3/2007;Crude materials;344;485;-141;
1/4/2007;Crude materials;337;484;-147;
1/5/2007;Crude materials;350;502;-152;
1/6/2007;Crude materials;360;536;-176;
1/7/2007;Crude materials;318;498;-180;
1/8/2007;Crude materials;301;501;-200;
1/9/2007;Crude materials;267;510;-243;
1/10/2007;Crude materials;290;485;-195;
1/11/2007;Crude materials;304;473;-169;
1/12/2007;Crude materials;302;491;-189;
1/1/2008;Crude materials;322;505;-183;
1/2/2008;Crude materials;328;517;-189;
1/3/2008;Crude materials;334;461;-127;
1/4/2008;Crude materials;366;493;-127;
1/5/2008;Crude materials;403;454;-51;
1/6/2008;Crude materials;391;439;-48;
1/7/2008;Crude materials;394;452;-58;
1/8/2008;Crude materials;321;452;-131;
1/9/2008;Crude materials;416;414;2;
1/10/2008;Crude materials;330;386;-56;
1/11/2008;Crude materials;256;388;-132;
1/12/2008;Crude materials;285;353;-68;
1/1/2009;Crude materials;267;328;-61;
1/2/2009;Crude materials;293;365;-72;
1/3/2009;Crude materials;220;350;-130;
1/4/2009;Crude materials;239;346;-107;
1/5/2009;Crude materials;238;364;-126;
1/6/2009;Crude materials;226;378;-152;
1/7/2009;Crude materials;246;331;-85;
1/8/2009;Crude materials;275;346;-71;
1/9/2009;Crude materials;272;388;-116;
1/10/2009;Crude materials;307;396;-89;
1/11/2009;Crude materials;281;367;-86;
1/12/2009;Crude materials;305;394;-89;
1/1/2010;Crude materials;246;459;-213;
1/2/2010;Crude materials;288;372;-84;
1/3/2010;Crude materials;290;414;-124;
1/4/2010;Crude materials;327;388;-61;
1/5/2010;Crude materials;284;395;-111;
1/6/2010;Crude materials;305;397;-92;
1/7/2010;Crude materials;314;426;-112;
1/8/2010;Crude materials;330;417;-87;
1/9/2010;Crude materials;330;425;-95;
1/10/2010;Crude materials;331;436;-105;
1/11/2010;Crude materials;374;426;-52;
1/12/2010;Crude materials;364;416;-52;
1/1/2011;Crude materials;346;443;-97;
1/2/2011;Crude materials;343;426;-83;
1/3/2011;Crude materials;355;414;-59;
1/4/2011;Crude materials;312;420;-108;
1/5/2011;Crude materials;332;473;-141;
1/6/2011;Crude materials;347;419;-72;
1/7/2011;Crude materials;317;434;-117;
1/8/2011;Crude materials;346;446;-100;
1/9/2011;Crude materials;308;416;-108;
1/10/2011;Crude materials;283;419;-136;
1/11/2011;Crude materials;321;435;-114;
1/12/2011;Crude materials;310;431;-121;
1/1/2012;Crude materials;299;446;-147;
1/2/2012;Crude materials;328;416;-88;
1/3/2012;Crude materials;348;371;-23;
1/4/2012;Crude materials;330;422;-92;
1/5/2012;Crude materials;306;404;-98;
1/6/2012;Crude materials;265;405;-140;
1/7/2012;Crude materials;280;386;-106;
1/8/2012;Crude materials;331;392;-61;
1/9/2012;Crude materials;295;402;-107;
1/10/2012;Crude materials;292;455;-163;
1/11/2012;Crude materials;286;437;-151;
1/12/2012;Crude materials;287;425;-138;
1/1/2013;Crude materials;291;428;-137;
1/2/2013;Crude materials;320;465;-145;
1/3/2013;Crude materials;333;461;-128;
1/4/2013;Crude materials;284;423;-139;
1/5/2013;Crude materials;298;425;-127;
1/6/2013;Crude materials;250;438;-188;
1/7/2013;Crude materials;226;465;-239;
1/8/2013;Crude materials;259;498;-239;
1/9/2013;Crude materials;270;486;-216;
1/10/2013;Crude materials;250;480;-230;
1/11/2013;Crude materials;251;475;-224;
1/12/2013;Crude materials;256;490;-234;
1/1/2014;Crude materials;248;509;-261;
1/2/2014;Crude materials;260;463;-203;
1/3/2014;Crude materials;241;459;-218;
1/4/2014;Crude materials;273;503;-230;
1/5/2014;Crude materials;235;498;-263;
1/6/2014;Crude materials;259;514;-255;
1/7/2014;Crude materials;292;494;-202;
1/8/2014;Crude materials;243;509;-266;
1/9/2014;Crude materials;238;528;-290;
1/10/2014;Crude materials;241;480;-239;
1/11/2014;Crude materials;237;518;-281;
1/12/2014;Crude materials;248;489;-241;
1/1/2015;Crude materials;232;476;-244;
1/2/2015;Crude materials;216;503;-287;
1/3/2015;Crude materials;234;531;-297;
1/4/2015;Crude materials;200;491;-291;
1/5/2015;Crude materials;219;498;-279;
1/6/2015;Crude materials;220;503;-283;
1/7/2015;Crude materials;184;495;-311;
1/8/2015;Crude materials;214;471;-257;
1/9/2015;Crude materials;197;445;-248;
1/10/2015;Crude materials;221;493;-272;
1/11/2015;Crude materials;188;493;-305;
1/12/2015;Crude materials;184;450;-266;
1/1/2016;Crude materials;190;464;-274;
1/2/2016;Crude materials;188;466;-278;
1/3/2016;Crude materials;195;484;-289;
1/4/2016;Crude materials;203;483;-280;
1/5/2016;Crude materials;205;453;-248;
1/6/2016;Crude materials;181;484;-303;
1/7/2016;Crude materials;194;465;-271;
1/8/2016;Crude materials;194;486;-292;
1/9/2016;Crude materials;187;464;-277;
1/10/2016;Crude materials;192;499;-307;
1/11/2016;Crude materials;214;460;-246;
1/12/2016;Crude materials;221;525;-304;
1/1/2017;Crude materials;210;531;-321;
1/2/2017;Crude materials;208;513;-305;
1/3/2017;Crude materials;218;510;-292;
1/4/2017;Crude materials;218;480;-262;
1/5/2017;Crude materials;222;483;-261;
1/6/2017;Crude materials;214;488;-274;
1/7/2017;Crude materials;224;490;-266;
1/8/2017;Crude materials;217;525;-308;
1/9/2017;Crude materials;214;520;-306;
1/10/2017;Crude materials;232;473;-241;
1/11/2017;Crude materials;199;484;-285;
1/12/2017;Crude materials;213;517;-304;
1/1/2018;Crude materials;203;472;-269;
1/2/2018;Crude materials;229;461;-232;
1/3/2018;Crude materials;202;444;-242;
1/4/2018;Crude materials;208;458;-250;
1/5/2018;Crude materials;206;485;-279;
1/6/2018;Crude materials;225;477;-252;
1/7/2018;Crude materials;224;495;-271;
1/8/2018;Crude materials;206;483;-277;
1/9/2018;Crude materials;227;471;-244;
1/10/2018;Crude materials;211;464;-253;
1/11/2018;Crude materials;208;502;-294;
1/12/2018;Crude materials;211;489;-278;
1/1/2019;Crude materials;216;491;-275;
1/2/2019;Crude materials;220;507;-287;
1/3/2019;Crude materials;222;502;-280;
1/4/2019;Crude materials;216;502;-286;
1/5/2019;Crude materials;227;463;-236;
1/6/2019;Crude materials;199;473;-274;
1/7/2019;Crude materials;199;465;-266;
1/8/2019;Crude materials;200;446;-246;
1/9/2019;Crude materials;196;414;-218;
1/10/2019;Crude materials;200;459;-259;
1/11/2019;Crude materials;203;462;-259;
1/12/2019;Crude materials;189;467;-278;
1/1/2020;Crude materials;210;445;-235;
1/2/2020;Crude materials;215;557;-342;
1/3/2020;Crude materials;207;435;-228;
1/4/2020;Crude materials;154;367;-213;
1/5/2020;Crude materials;175;356;-181;
1/6/2020;Crude materials;190;442;-252;
1/7/2020;Crude materials;211;468;-257;
1/8/2020;Crude materials;213;519;-306;
1/9/2020;Crude materials;224;557;-333;
1/10/2020;Crude materials;226;587;-361;
1/11/2020;Crude materials;238;585;-347;
1/12/2020;Crude materials;248;633;-385;
1/1/2021;Crude materials;176;443;-267;
1/1/1997;Fuels;2499;403;2096;
1/2/1997;Fuels;2663;507;2156;
1/3/1997;Fuels;2962;513;2449;
1/4/1997;Fuels;2632;666;1966;
1/5/1997;Fuels;2867;527;2340;
1/6/1997;Fuels;2247;631;1616;
1/7/1997;Fuels;2989;465;2524;
1/8/1997;Fuels;2832;539;2293;
1/9/1997;Fuels;2831;455;2376;
1/10/1997;Fuels;2655;473;2182;
1/11/1997;Fuels;3369;547;2822;
1/12/1997;Fuels;2635;588;2047;
1/1/1998;Fuels;2804;605;2199;
1/2/1998;Fuels;3011;620;2391;
1/3/1998;Fuels;2678;590;2088;
1/4/1998;Fuels;2548;600;1948;
1/5/1998;Fuels;2917;604;2313;
1/6/1998;Fuels;2643;648;1995;
1/7/1998;Fuels;2557;551;2006;
1/8/1998;Fuels;2152;515;1637;
1/9/1998;Fuels;2620;478;2142;
1/10/1998;Fuels;2258;534;1724;
1/11/1998;Fuels;2473;668;1805;
1/12/1998;Fuels;2819;715;2104;
1/1/1999;Fuels;2656;743;1913;
1/2/1999;Fuels;2759;710;2049;
1/3/1999;Fuels;2641;706;1935;
1/4/1999;Fuels;2091;617;1474;
1/5/1999;Fuels;2183;556;1627;
1/6/1999;Fuels;1945;538;1407;
1/7/1999;Fuels;2348;612;1736;
1/8/1999;Fuels;2450;672;1778;
1/9/1999;Fuels;2439;685;1754;
1/10/1999;Fuels;2578;565;2013;
1/11/1999;Fuels;2679;549;2130;
1/12/1999;Fuels;2709;518;2191;
1/1/2000;Fuels;2984;560;2424;
1/2/2000;Fuels;2196;517;1679;
1/3/2000;Fuels;2701;510;2191;
1/4/2000;Fuels;2814;525;2289;
1/5/2000;Fuels;2275;449;1826;
1/6/2000;Fuels;2361;606;1755;
1/7/2000;Fuels;2495;656;1839;
1/8/2000;Fuels;2217;518;1699;
1/9/2000;Fuels;2056;553;1503;
1/10/2000;Fuels;2039;620;1419;
1/11/2000;Fuels;2228;493;1735;
1/12/2000;Fuels;2769;804;1965;
1/1/2001;Fuels;2936;450;2486;
1/2/2001;Fuels;2514;589;1925;
1/3/2001;Fuels;2771;700;2071;
1/4/2001;Fuels;2663;653;2010;
1/5/2001;Fuels;2598;733;1865;
1/6/2001;Fuels;2183;832;1351;
1/7/2001;Fuels;3052;635;2417;
1/8/2001;Fuels;3097;491;2606;
1/9/2001;Fuels;3041;490;2551;
1/10/2001;Fuels;3304;893;2411;
1/11/2001;Fuels;3385;630;2755;
1/12/2001;Fuels;3266;654;2612;
1/1/2002;Fuels;3081;560;2521;
1/2/2002;Fuels;2890;678;2212;
1/3/2002;Fuels;2995;674;2321;
1/4/2002;Fuels;3261;636;2625;
1/5/2002;Fuels;2621;726;1895;
1/6/2002;Fuels;2917;725;2192;
1/7/2002;Fuels;2367;635;1732;
1/8/2002;Fuels;2349;695;1654;
1/9/2002;Fuels;2956;780;2176;
1/10/2002;Fuels;2552;796;1756;
1/11/2002;Fuels;3020;771;2249;
1/12/2002;Fuels;3123;638;2485;
1/1/2003;Fuels;2589;702;1887;
1/2/2003;Fuels;2573;507;2066;
1/3/2003;Fuels;3121;550;2571;
1/4/2003;Fuels;2978;695;2283;
1/5/2003;Fuels;2791;697;2094;
1/6/2003;Fuels;2681;515;2166;
1/7/2003;Fuels;2869;665;2204;
1/8/2003;Fuels;2429;677;1752;
1/9/2003;Fuels;2429;703;1726;
1/10/2003;Fuels;3029;645;2384;
1/11/2003;Fuels;2576;618;1958;
1/12/2003;Fuels;2978;778;2200;
1/1/2004;Fuels;2859;780;2079;
1/2/2004;Fuels;2368;837;1531;
1/3/2004;Fuels;2763;810;1953;
1/4/2004;Fuels;2462;888;1574;
1/5/2004;Fuels;2003;694;1309;
1/6/2004;Fuels;2536;715;1821;
1/7/2004;Fuels;2378;771;1607;
1/8/2004;Fuels;2647;671;1976;
1/9/2004;Fuels;2243;708;1535;
1/10/2004;Fuels;2399;566;1833;
1/11/2004;Fuels;2432;463;1969;
1/12/2004;Fuels;3192;657;2535;
1/1/2005;Fuels;2761;628;2133;
1/2/2005;Fuels;1945;610;1335;
1/3/2005;Fuels;2541;573;1968;
1/4/2005;Fuels;2378;655;1723;
1/5/2005;Fuels;2438;648;1790;
1/6/2005;Fuels;2194;569;1625;
1/7/2005;Fuels;2058;576;1482;
1/8/2005;Fuels;1807;702;1105;
1/9/2005;Fuels;1871;546;1325;
1/10/2005;Fuels;2306;605;1701;
1/11/2005;Fuels;2128;826;1302;
1/12/2005;Fuels;2555;746;1809;
1/1/2006;Fuels;2445;762;1683;
1/2/2006;Fuels;2341;924;1417;
1/3/2006;Fuels;2792;1079;1713;
1/4/2006;Fuels;2266;649;1617;
1/5/2006;Fuels;2312;588;1724;
1/6/2006;Fuels;2456;631;1825;
1/7/2006;Fuels;2439;659;1780;
1/8/2006;Fuels;2105;600;1505;
1/9/2006;Fuels;2398;680;1718;
1/10/2006;Fuels;2675;768;1907;
1/11/2006;Fuels;2515;644;1871;
1/12/2006;Fuels;2404;807;1597;
1/1/2007;Fuels;2551;935;1616;
1/2/2007;Fuels;2405;725;1680;
1/3/2007;Fuels;2134;830;1304;
1/4/2007;Fuels;2369;857;1512;
1/5/2007;Fuels;2405;818;1587;
1/6/2007;Fuels;2123;877;1246;
1/7/2007;Fuels;2342;822;1520;
1/8/2007;Fuels;2252;973;1279;
1/9/2007;Fuels;2394;948;1446;
1/10/2007;Fuels;2293;868;1425;
1/11/2007;Fuels;2268;957;1311;
1/12/2007;Fuels;2380;1014;1366;
1/1/2008;Fuels;2323;941;1382;
1/2/2008;Fuels;2317;877;1440;
1/3/2008;Fuels;2343;1020;1323;
1/4/2008;Fuels;2241;1038;1203;
1/5/2008;Fuels;2189;992;1197;
1/6/2008;Fuels;2061;1020;1041;
1/7/2008;Fuels;1859;922;937;
1/8/2008;Fuels;2278;956;1322;
1/9/2008;Fuels;2530;794;1736;
1/10/2008;Fuels;2370;896;1474;
1/11/2008;Fuels;3172;798;2374;
1/12/2008;Fuels;3103;815;2288;
1/1/2009;Fuels;3211;761;2450;
1/2/2009;Fuels;2503;897;1606;
1/3/2009;Fuels;2683;947;1736;
1/4/2009;Fuels;2063;861;1202;
1/5/2009;Fuels;1888;828;1060;
1/6/2009;Fuels;1873;811;1062;
1/7/2009;Fuels;2181;804;1377;
1/8/2009;Fuels;1841;871;970;
1/9/2009;Fuels;2225;772;1453;
1/10/2009;Fuels;2121;760;1361;
1/11/2009;Fuels;2066;809;1257;
1/12/2009;Fuels;2221;845;1376;
1/1/2010;Fuels;2514;824;1690;
1/2/2010;Fuels;2545;816;1729;
1/3/2010;Fuels;2375;823;1552;
1/4/2010;Fuels;2332;812;1520;
1/5/2010;Fuels;2380;847;1533;
1/6/2010;Fuels;2552;997;1555;
1/7/2010;Fuels;2159;1200;959;
1/8/2010;Fuels;2245;985;1260;
1/9/2010;Fuels;2127;1023;1104;
1/10/2010;Fuels;2796;781;2015;
1/11/2010;Fuels;2548;1019;1529;
1/12/2010;Fuels;2460;1195;1265;
1/1/2011;Fuels;2760;988;1772;
1/2/2011;Fuels;2069;885;1184;
1/3/2011;Fuels;2561;910;1651;
1/4/2011;Fuels;2551;998;1553;
1/5/2011;Fuels;2693;1042;1651;
1/6/2011;Fuels;2459;952;1507;
1/7/2011;Fuels;2218;1077;1141;
1/8/2011;Fuels;2097;973;1124;
1/9/2011;Fuels;2390;1114;1276;
1/10/2011;Fuels;2523;1053;1470;
1/11/2011;Fuels;2378;949;1429;
1/12/2011;Fuels;2355;967;1388;
1/1/2012;Fuels;2274;1019;1255;
1/2/2012;Fuels;2426;834;1592;
1/3/2012;Fuels;2251;1127;1124;
1/4/2012;Fuels;2149;1087;1062;
1/5/2012;Fuels;2251;1191;1060;
1/6/2012;Fuels;2458;1151;1307;
1/7/2012;Fuels;2610;1136;1474;
1/8/2012;Fuels;2357;1157;1200;
1/9/2012;Fuels;2182;980;1202;
1/10/2012;Fuels;1948;1238;710;
1/11/2012;Fuels;2347;1157;1190;
1/12/2012;Fuels;2514;1232;1282;
1/1/2013;Fuels;2411;1067;1344;
1/2/2013;Fuels;2212;989;1223;
1/3/2013;Fuels;2200;1366;834;
1/4/2013;Fuels;2059;1119;940;
1/5/2013;Fuels;2531;1103;1428;
1/6/2013;Fuels;2124;1088;1036;
1/7/2013;Fuels;2637;932;1705;
1/8/2013;Fuels;2241;1090;1151;
1/9/2013;Fuels;2183;1054;1129;
1/10/2013;Fuels;1768;1159;609;
1/11/2013;Fuels;1963;1211;752;
1/12/2013;Fuels;2299;989;1310;
1/1/2014;Fuels;1914;1039;875;
1/2/2014;Fuels;1944;910;1034;
1/3/2014;Fuels;2769;736;2033;
1/4/2014;Fuels;2209;905;1304;
1/5/2014;Fuels;2584;915;1669;
1/6/2014;Fuels;1935;968;967;
1/7/2014;Fuels;1947;974;973;
1/8/2014;Fuels;1583;995;588;
1/9/2014;Fuels;2044;969;1075;
1/10/2014;Fuels;2399;985;1414;
1/11/2014;Fuels;2234;943;1291;
1/12/2014;Fuels;2533;1096;1437;
1/1/2015;Fuels;2248;930;1318;
1/2/2015;Fuels;2104;911;1193;
1/3/2015;Fuels;1908;975;933;
1/4/2015;Fuels;1674;953;721;
1/5/2015;Fuels;2906;928;1978;
1/6/2015;Fuels;2196;1027;1169;
1/7/2015;Fuels;1978;899;1079;
1/8/2015;Fuels;2687;1002;1685;
1/9/2015;Fuels;1919;922;997;
1/10/2015;Fuels;1952;853;1099;
1/11/2015;Fuels;1929;970;959;
1/12/2015;Fuels;2100;891;1209;
1/1/2016;Fuels;2179;927;1252;
1/2/2016;Fuels;2414;1034;1380;
1/3/2016;Fuels;1917;1015;902;
1/4/2016;Fuels;2490;1189;1301;
1/5/2016;Fuels;1820;852;968;
1/6/2016;Fuels;1542;890;652;
1/7/2016;Fuels;2223;1052;1171;
1/8/2016;Fuels;1636;848;788;
1/9/2016;Fuels;1517;958;559;
1/10/2016;Fuels;1365;901;464;
1/11/2016;Fuels;2120;1295;825;
1/12/2016;Fuels;1909;1016;893;
1/1/2017;Fuels;1768;974;794;
1/2/2017;Fuels;1946;1014;932;
1/3/2017;Fuels;2003;835;1168;
1/4/2017;Fuels;1782;835;947;
1/5/2017;Fuels;2233;891;1342;
1/6/2017;Fuels;2698;917;1781;
1/7/2017;Fuels;2313;1051;1262;
1/8/2017;Fuels;2129;930;1199;
1/9/2017;Fuels;2163;858;1305;
1/10/2017;Fuels;1965;974;991;
1/11/2017;Fuels;1949;971;978;
1/12/2017;Fuels;2098;1049;1049;
1/1/2018;Fuels;2109;1107;1002;
1/2/2018;Fuels;1874;1018;856;
1/3/2018;Fuels;1985;1256;729;
1/4/2018;Fuels;2011;1001;1010;
1/5/2018;Fuels;1795;1489;306;
1/6/2018;Fuels;2219;879;1340;
1/7/2018;Fuels;2414;872;1542;
1/8/2018;Fuels;2128;954;1174;
1/9/2018;Fuels;1915;858;1057;
1/10/2018;Fuels;1949;812;1137;
1/11/2018;Fuels;2076;824;1252;
1/12/2018;Fuels;2573;912;1661;
1/1/2019;Fuels;2586;877;1709;
1/2/2019;Fuels;2190;762;1428;
1/3/2019;Fuels;1964;820;1144;
1/4/2019;Fuels;1467;797;670;
1/5/2019;Fuels;2306;782;1524;
1/6/2019;Fuels;1610;917;693;
1/7/2019;Fuels;2052;795;1257;
1/8/2019;Fuels;1961;713;1248;
1/9/2019;Fuels;1989;601;1388;
1/10/2019;Fuels;2076;743;1333;
1/11/2019;Fuels;1875;602;1273;
1/12/2019;Fuels;2331;620;1711;
1/1/2020;Fuels;1992;652;1340;
1/2/2020;Fuels;2245;521;1724;
1/3/2020;Fuels;2039;627;1412;
1/4/2020;Fuels;2424;536;1888;
1/5/2020;Fuels;2458;544;1914;
1/6/2020;Fuels;1631;628;1003;
1/7/2020;Fuels;2051;556;1495;
1/8/2020;Fuels;1937;658;1279;
1/9/2020;Fuels;1857;663;1194;
1/10/2020;Fuels;1978;672;1306;
1/11/2020;Fuels;1895;634;1261;
1/12/2020;Fuels;2317;707;1610;
1/1/2021;Fuels;1146;676;470;
1/1/1997;Animal & vegetable oils & fats;30;50;-20;
1/2/1997;Animal & vegetable oils & fats;25;55;-30;
1/3/1997;Animal & vegetable oils & fats;27;60;-33;
1/4/1997;Animal & vegetable oils & fats;34;56;-22;
1/5/1997;Animal & vegetable oils & fats;48;45;3;
1/6/1997;Animal & vegetable oils & fats;32;62;-30;
1/7/1997;Animal & vegetable oils & fats;34;49;-15;
1/8/1997;Animal & vegetable oils & fats;34;56;-22;
1/9/1997;Animal & vegetable oils & fats;37;54;-17;
1/10/1997;Animal & vegetable oils & fats;30;58;-28;
1/11/1997;Animal & vegetable oils & fats;32;58;-26;
1/12/1997;Animal & vegetable oils & fats;27;52;-25;
1/1/1998;Animal & vegetable oils & fats;34;49;-15;
1/2/1998;Animal & vegetable oils & fats;32;54;-22;
1/3/1998;Animal & vegetable oils & fats;30;54;-24;
1/4/1998;Animal & vegetable oils & fats;29;54;-25;
1/5/1998;Animal & vegetable oils & fats;27;51;-24;
1/6/1998;Animal & vegetable oils & fats;30;49;-19;
1/7/1998;Animal & vegetable oils & fats;27;51;-24;
1/8/1998;Animal & vegetable oils & fats;20;54;-34;
1/9/1998;Animal & vegetable oils & fats;30;51;-21;
1/10/1998;Animal & vegetable oils & fats;33;67;-34;
1/11/1998;Animal & vegetable oils & fats;27;62;-35;
1/12/1998;Animal & vegetable oils & fats;23;54;-31;
1/1/1999;Animal & vegetable oils & fats;29;68;-39;
1/2/1999;Animal & vegetable oils & fats;30;74;-44;
1/3/1999;Animal & vegetable oils & fats;28;56;-28;
1/4/1999;Animal & vegetable oils & fats;25;54;-29;
1/5/1999;Animal & vegetable oils & fats;21;47;-26;
1/6/1999;Animal & vegetable oils & fats;15;53;-38;
1/7/1999;Animal & vegetable oils & fats;21;59;-38;
1/8/1999;Animal & vegetable oils & fats;21;53;-32;
1/9/1999;Animal & vegetable oils & fats;26;72;-46;
1/10/1999;Animal & vegetable oils & fats;20;60;-40;
1/11/1999;Animal & vegetable oils & fats;17;53;-36;
1/12/1999;Animal & vegetable oils & fats;24;55;-31;
1/1/2000;Animal & vegetable oils & fats;20;53;-33;
1/2/2000;Animal & vegetable oils & fats;17;54;-37;
1/3/2000;Animal & vegetable oils & fats;17;45;-28;
1/4/2000;Animal & vegetable oils & fats;15;43;-28;
1/5/2000;Animal & vegetable oils & fats;17;58;-41;
1/6/2000;Animal & vegetable oils & fats;22;53;-31;
1/7/2000;Animal & vegetable oils & fats;23;55;-32;
1/8/2000;Animal & vegetable oils & fats;15;55;-40;
1/9/2000;Animal & vegetable oils & fats;17;60;-43;
1/10/2000;Animal & vegetable oils & fats;16;56;-40;
1/11/2000;Animal & vegetable oils & fats;14;58;-44;
1/12/2000;Animal & vegetable oils & fats;19;44;-25;
1/1/2001;Animal & vegetable oils & fats;14;55;-41;
1/2/2001;Animal & vegetable oils & fats;14;55;-41;
1/3/2001;Animal & vegetable oils & fats;18;62;-44;
1/4/2001;Animal & vegetable oils & fats;19;59;-40;
1/5/2001;Animal & vegetable oils & fats;18;55;-37;
1/6/2001;Animal & vegetable oils & fats;16;54;-38;
1/7/2001;Animal & vegetable oils & fats;16;55;-39;
1/8/2001;Animal & vegetable oils & fats;21;50;-29;
1/9/2001;Animal & vegetable oils & fats;16;50;-34;
1/10/2001;Animal & vegetable oils & fats;19;56;-37;
1/11/2001;Animal & vegetable oils & fats;26;51;-25;
1/12/2001;Animal & vegetable oils & fats;15;47;-32;
